Image_Name,SRF,PED,IRF,SHRM,IS/OS,Total_Lesion_Pixels
118_1.png,253,0,0,0,1935,2188
118_10.png,0,0,0,1561,1103,2664
118_11.png,0,0,0,871,759,1630
118_12.png,50,0,0,0,830,880
118_13.png,0,0,0,0,1044,1044
118_14.png,0,0,0,1185,1003,2188
118_15.png,0,0,0,0,1795,1795
118_2.png,25,0,8,0,2291,2324
118_3.png,5,0,577,0,1935,2517
118_4.png,0,0,944,0,1978,2922
118_5.png,0,0,1293,0,1917,3210
118_6.png,0,0,930,766,1706,3402
118_7.png,0,0,2062,0,1724,3786
118_8.png,0,0,15,1748,1423,3186
118_9.png,0,0,0,1699,1222,2921
