Image_Name,SRF,PED,IRF,SHRM,IS/OS,Total_Lesion_Pixels
35_1.png,0,0,4974,0,1086,6060
35_10.png,0,294,9913,10435,455,21097
35_11.png,0,0,11693,8678,479,20850
35_12.png,0,0,12321,9171,335,21827
35_13.png,0,63,12251,10964,428,23706
35_14.png,0,11,11863,12456,494,24824
35_15.png,0,0,12975,12826,389,26190
35_16.png,0,31,15930,13907,481,30349
35_17.png,0,0,17345,14324,579,32248
35_18.png,0,0,17220,14124,456,31800
35_19.png,0,246,19318,12601,223,32388
35_2.png,0,0,5239,1002,655,6896
35_20.png,0,154,18441,11920,844,31359
35_21.png,0,0,16933,13160,845,30938
35_3.png,0,0,5308,3705,425,9438
35_4.png,0,0,6061,3901,347,10309
35_5.png,0,0,6883,5014,340,12237
35_6.png,0,0,7476,6925,497,14898
35_7.png,0,0,7587,8277,295,16159
35_8.png,0,0,8099,10883,426,19408
35_9.png,0,0,9215,10508,502,20225
