Image_Name,SRF,PED,IRF,SHRM,IS/OS,Total_Lesion_Pixels
33_1.png,0,0,1773,380,3216,5369
33_10.png,0,0,9255,7454,1950,18659
33_11.png,0,91,9823,8111,2041,20066
33_12.png,0,85,9945,8707,2051,20788
33_13.png,13,1228,11392,9232,1972,23837
33_14.png,0,1293,12486,9456,1839,25074
33_15.png,0,2463,12260,9685,1870,26278
33_16.png,0,2355,13757,9813,1582,27507
33_17.png,0,4255,12998,10268,1719,29240
33_18.png,0,5127,12444,10795,1664,30030
33_19.png,13,5958,12351,11151,1350,30823
33_2.png,0,0,2178,1631,2887,6696
33_20.png,727,5654,13258,11175,1304,32118
33_21.png,326,5401,13067,10776,1129,30699
33_22.png,1610,3674,12887,12474,1047,31692
33_3.png,0,11,3071,4204,2600,9886
33_4.png,0,139,3599,3999,2621,10358
33_5.png,0,164,4849,4453,2548,12014
33_6.png,0,191,5364,4623,2431,12609
33_7.png,0,227,6233,5136,2001,13597
33_8.png,0,0,7579,7114,2083,16776
33_9.png,0,0,8310,7168,2271,17749
