Image_Name,SRF,PED,IRF,SHRM,IS/OS,Total_Lesion_Pixels
130_1.png,0,0,0,0,6387,6387
130_10.png,0,0,18389,0,3176,21565
130_11.png,0,0,20191,0,2857,23048
130_12.png,0,0,21434,0,2711,24145
130_13.png,0,0,23121,0,2523,25644
130_14.png,888,0,23892,0,2367,27147
130_15.png,1652,0,24119,0,2273,28044
130_16.png,2384,0,24909,0,2139,29432
130_17.png,3365,0,25861,0,2096,31322
130_18.png,3831,0,25680,0,2116,31627
130_19.png,4039,0,25208,0,2037,31284
130_2.png,0,0,0,0,6447,6447
130_20.png,3713,0,26196,0,2134,32043
130_21.png,3577,0,25466,0,2213,31256
130_22.png,2478,0,25173,0,2294,29945
130_23.png,1128,0,24179,0,2338,27645
130_24.png,0,0,22625,0,2482,25107
130_25.png,0,0,21396,0,2679,24075
130_26.png,0,0,18020,0,3254,21274
130_27.png,0,0,14597,0,3570,18167
130_28.png,0,0,11490,0,3662,15152
130_29.png,0,0,7752,0,4246,11998
130_3.png,0,0,0,176,5016,5192
130_30.png,0,0,1187,0,5117,6304
130_31.png,0,0,0,0,5515,5515
130_32.png,0,0,0,0,6560,6560
130_4.png,0,0,564,749,4561,5874
130_5.png,0,0,2813,0,4503,7316
130_6.png,0,0,7632,0,4079,11711
130_7.png,0,0,9040,0,3965,13005
130_8.png,0,0,12226,0,3562,15788
130_9.png,0,0,15240,0,3324,18564
