Image_Name,SRF,PED,IRF,SHRM,IS/OS,Total_Lesion_Pixels
144_1.png,0,0,0,0,4320,4320
144_10.png,347,0,0,4864,2994,8205
144_11.png,186,0,0,5840,2934,8960
144_12.png,560,0,1116,7947,2845,12468
144_13.png,1268,0,0,9128,2770,13166
144_14.png,2025,0,136,8867,2996,14024
144_15.png,1187,0,269,11454,2679,15589
144_16.png,1027,0,0,11184,2509,14720
144_17.png,1095,0,137,10977,2875,15084
144_18.png,437,0,0,11324,2633,14394
144_2.png,0,0,0,0,3987,3987
144_20.png,90,0,0,11217,2503,13810
144_21.png,228,0,1763,7467,2893,12351
144_22.png,5,0,1638,7303,2893,11839
144_23.png,491,0,0,5804,3041,9336
144_24.png,346,0,0,3773,3294,7413
144_25.png,36,0,0,3172,3827,7035
144_26.png,755,0,0,866,4014,5635
144_27.png,710,0,0,0,4046,4756
144_28.png,0,0,0,0,4072,4072
144_29.png,0,0,0,0,4004,4004
144_3.png,156,0,0,0,4270,4426
144_30.png,0,0,0,0,4626,4626
144_4.png,720,0,0,0,4259,4979
144_5.png,598,0,0,0,3858,4456
144_6.png,360,0,0,491,3652,4503
144_7.png,774,0,0,76,3161,4011
144_8.png,1098,0,0,400,3019,4517
144_9.png,535,0,0,2798,2826,6159
