Image_Name,SRF,PED,IRF,SHRM,IS/OS,Total_Lesion_Pixels
71_1.png,9110,0,396,1717,1047,12270
71_10.png,7987,0,6,11054,761,19808
71_11.png,6553,0,73,12255,629,19510
71_12.png,6571,0,12,13832,583,20998
71_13.png,7085,0,212,14409,663,22369
71_14.png,8718,0,353,16114,615,25800
71_15.png,11877,0,0,14829,794,27500
71_16.png,13424,0,0,13862,737,28023
71_17.png,12092,0,0,15748,724,28564
71_18.png,14947,0,0,10257,806,26010
71_19.png,17082,0,0,8158,1043,26283
71_2.png,9875,0,1650,0,857,12382
71_20.png,18105,0,0,5489,954,24548
71_21.png,22241,0,0,0,1058,23299
71_22.png,23349,0,0,0,956,24305
71_23.png,24818,0,0,0,975,25793
71_24.png,26013,237,0,0,767,27017
71_3.png,11466,0,2002,0,909,14377
71_4.png,10825,0,1675,827,899,14226
71_5.png,9700,0,1221,1017,872,12810
71_6.png,8677,0,353,4595,546,14171
71_7.png,7654,0,0,6808,585,15047
71_8.png,7644,0,205,10675,589,19113
71_9.png,7158,0,0,9446,655,17259
